run_id,model_family,model_variant,train_size_label,seed,split,bin,bin_left,bin_right,bin_midpoint,row_count,avg_pred,empirical_pass_rate,ECE
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,2,0.2,0.30000000000000004,0.25,860,0.24755592976891716,0.12674418604651164,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,3,0.30000000000000004,0.4,0.35000000000000003,680,0.3475274498848354,0.13529411764705881,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,4,0.4,0.5,0.45,671,0.44971942621798167,0.18479880774962743,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,5,0.5,0.6000000000000001,0.55,653,0.5517148057863139,0.21592649310872894,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,717,0.6517167758908398,0.2315202231520223,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,7,0.7000000000000001,0.8,0.75,820,0.7524029946181833,0.3121951219512195,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,8,0.8,0.9,0.8500000000000001,1041,0.8526073752631371,0.3765609990393852,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,test,9,0.9,1.0,0.95,1110,0.9432814883219229,0.4891891891891892,0.17114327933408383
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,0,0.0,0.1,0.05,2700,0.020274467495523894,0.03185185185185185,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,1,0.1,0.2,0.15000000000000002,540,0.14673379724500357,0.15185185185185185,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,2,0.2,0.30000000000000004,0.25,385,0.2499212952403279,0.21038961038961038,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,3,0.30000000000000004,0.4,0.35000000000000003,344,0.34955642415687094,0.2180232558139535,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,4,0.4,0.5,0.45,277,0.45108381311816,0.37184115523465705,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,5,0.5,0.6000000000000001,0.55,327,0.5494984240706907,0.37003058103975534,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,345,0.6501538167829098,0.4289855072463768,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,7,0.7000000000000001,0.8,0.75,408,0.7514841967061454,0.5392156862745098,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,8,0.8,0.9,0.8500000000000001,546,0.8537732902027312,0.6978021978021978,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed42,M4_frozen,frozen_encoder,full,42,val,9,0.9,1.0,0.95,968,0.9527997474286182,0.8657024793388429,0.07419663563449189
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,0,0.0,0.1,0.05,6788,0.019394652159134263,0.020624631703005304,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,1,0.1,0.2,0.15000000000000002,1161,0.14520432464425467,0.09732988802756244,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,2,0.2,0.30000000000000004,0.25,796,0.24580742658382684,0.15452261306532664,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,3,0.30000000000000004,0.4,0.35000000000000003,686,0.34811710507633387,0.15014577259475217,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,4,0.4,0.5,0.45,645,0.4497148329435393,0.1937984496124031,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,5,0.5,0.6000000000000001,0.55,637,0.552012636672758,0.25588697017268447,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,679,0.6506319148726597,0.2812960235640648,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,7,0.7000000000000001,0.8,0.75,857,0.7493390403383671,0.3337222870478413,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,8,0.8,0.9,0.8500000000000001,904,0.8523385573541169,0.3805309734513274,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,test,9,0.9,1.0,0.95,1109,0.9469595885792759,0.47249774571686204,0.1532572817177852
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,0,0.0,0.1,0.05,2569,0.02187852061424814,0.03036200856364344,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,1,0.1,0.2,0.15000000000000002,567,0.14579391182520193,0.1146384479717813,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,2,0.2,0.30000000000000004,0.25,402,0.24954109171878047,0.20149253731343283,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,3,0.30000000000000004,0.4,0.35000000000000003,334,0.35080639625380855,0.18562874251497005,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,4,0.4,0.5,0.45,332,0.4487622654043048,0.2891566265060241,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,5,0.5,0.6000000000000001,0.55,347,0.5521250829229437,0.41786743515850144,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,361,0.6508209170396969,0.4792243767313019,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,7,0.7000000000000001,0.8,0.75,465,0.7528828755501777,0.5612903225806452,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,8,0.8,0.9,0.8500000000000001,575,0.8527085848476575,0.671304347826087,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed43,M4_frozen,frozen_encoder,full,43,val,9,0.9,1.0,0.95,888,0.9536847086237358,0.8873873873873874,0.07715451833078102
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,0,0.0,0.1,0.05,6962,0.017061751184320514,0.024130996839988508,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,1,0.1,0.2,0.15000000000000002,1042,0.14611263643957373,0.1036468330134357,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,2,0.2,0.30000000000000004,0.25,735,0.24762339867702146,0.11972789115646258,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,3,0.30000000000000004,0.4,0.35000000000000003,575,0.3505898015395455,0.14956521739130435,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,4,0.4,0.5,0.45,562,0.4475163375673769,0.19750889679715303,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,5,0.5,0.6000000000000001,0.55,548,0.5492195811149848,0.23175182481751824,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,596,0.6532761496585487,0.25838926174496646,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,7,0.7000000000000001,0.8,0.75,728,0.7521303996934996,0.3269230769230769,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,8,0.8,0.9,0.8500000000000001,979,0.8524555117652901,0.3861082737487232,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,test,9,0.9,1.0,0.95,1535,0.9542314303814394,0.4260586319218241,0.1703643955496154
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,0,0.0,0.1,0.05,2688,0.019102053753033265,0.035342261904761904,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,1,0.1,0.2,0.15000000000000002,472,0.14482971268185116,0.11652542372881355,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,2,0.2,0.30000000000000004,0.25,363,0.24911408393179418,0.20110192837465565,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,3,0.30000000000000004,0.4,0.35000000000000003,303,0.3503685136242668,0.24092409240924093,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,4,0.4,0.5,0.45,280,0.45175779557653833,0.3107142857142857,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,5,0.5,0.6000000000000001,0.55,256,0.5517095874529332,0.3203125,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,6,0.6000000000000001,0.7000000000000001,0.6500000000000001,310,0.654583934045607,0.44516129032258067,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,7,0.7000000000000001,0.8,0.75,387,0.7502733083966474,0.4496124031007752,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,8,0.8,0.9,0.8500000000000001,510,0.8532953555677452,0.6058823529411764,0.10035792532428162
strict__M4_frozen__frozen_encoder__full__seed44,M4_frozen,frozen_encoder,full,44,val,9,0.9,1.0,0.95,1271,0.9611782650137211,0.8253343823760818,0.10035792532428162
